"og","gene","pseu"
"OG0000266","AL8G13740","AL8G13740_KN003hexa_v0_scaffold_7_copy_1"
"OG0000266","AL8G13740","AL8G13740_KN005_v1_scaffold_1_copy_1"
"OG0000266","AL8G13740","AL8G13740_MN47_mabs_v3_scaffold_8_copy_1"
"OG0000266","AL8G13740","AL8G13740_NT12_v2_scaffold_3_copy_1"
"OG0000266","AL8G13740","AL8G13740_NT9_v2_scaffold_6_copy_1"
"OG0000266","AL8G14230","AL8G14230_AL27_v1_scaffold_8_copy_1"
"OG0000266","AL8G14230","AL8G14230_F1-14_scaffold_8_copy_1"
"OG0000266","AL8G14230","AL8G14230_MN47_mabs_v3_scaffold_8_copy_1"
"OG0000266","AL8G14230","AL8G14230_NT1_v2_scaffold_8_copy_1"
"OG0000266","AL8G14320",NA
"OG0000266","AL8G14370","AL8G14370_AL27_v1_scaffold_8_copy_1"
"OG0000266","AL8G14370","AL8G14370_AL27_v1_scaffold_8_copy_2"
"OG0000266","AL8G14370","AL8G14370_F1-14_scaffold_8_copy_1"
"OG0000266","AL8G14370","AL8G14370_MN47_mabs_v3_scaffold_8_copy_2"
"OG0000266","AL8G14370","AL8G14370_NT1_v2_scaffold_8_copy_1"
"OG0000297","AL7G34270","AL7G34270_BAM12_v2_scaffold_7_copy_1"
"OG0000297","AL7G34270","AL7G34270_F1-14_scaffold_6_copy_1"
"OG0000297","AL7G34270","AL7G34270_NT12_v2_scaffold_7_copy_1"
"OG0000297","AL7G34270","AL7G34270_NT8_v2_fix_scaffold_7_copy_1"
"OG0000297","AL7G34270","AL7G34270_NT9_v2_scaffold_7_copy_1"
"OG0000297","AL7G34270","AL7G34270_PU6_v3_fin_scaffold_7_copy_1"
"OG0000297","AL7G34270","AL7G34270_TE4_v1_scaffold_7_copy_1"
"OG0000297","AL7G34270","AL7G34270_TE8_v1_scaffold_7_copy_1"
"OG0000297","AL7G34280",NA
"OG0000297","AL7G34290",NA
"OG0000320","AL3G14170","AL3G14170_AL27_v1_scaffold_3_copy_1"
"OG0000320","AL3G14170","AL3G14170_BOR_v1_scaffold_3_copy_1"
"OG0000320","AL3G14170","AL3G14170_F1-14_scaffold_3_copy_1"
"OG0000320","AL3G14170","AL3G14170_Nla_scaffold_3_copy_1"
"OG0000320","AL4G22780",NA
"OG0000347","AL2G34810",NA
"OG0000347","AL3G50380",NA
"OG0000347","AL496U100",NA
"OG0000347","AL5G18790",NA
"OG0000347","AL5G18800","AL5G18800_NT1_v2_scaffold_5_copy_1"
"OG0000347","AL5G32600",NA
"OG0000347","AL5G34240","AL5G34240_NT1_v2_scaffold_5_copy_1"
"OG0000347","AL6G41670",NA
"OG0000347","AL6G41680",NA
"OG0000347","AL6G41690","AL6G41690_al1_v2_s_scaffold_6_copy_4"
"OG0000347","AL6G41700","AL6G41700_al1_v2_s_scaffold_6_copy_5"
"OG0000347","AL6G51840",NA
"OG0000347","AL6G51870",NA
"OG0000360","AL2G29250","AL2G29250_al1_v2_s_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_ALR_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_BAM12_v2_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_KN005_v1_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_KN006_v1_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_MN47_mabs_v3_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_Nla_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_NT1_v2_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_NT12_v2_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_NT8_v2_fix_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_NT9_v2_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_PU6_v3_fin_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_TE11_v2_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_TE4_v1_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_TE8_v1_scaffold_2_copy_1"
"OG0000360","AL2G29250","AL2G29250_WS1_v2_s_scaffold_2_copy_1"
"OG0000360","AL2G29260","AL2G29260_MN47_mabs_v3_scaffold_2_copy_1"
"OG0000360","AL2G29280",NA
"OG0000360","AL2G29310","AL2G29310_73_3a_scaffold_3_copy_1"
"OG0000360","AL2G29310","AL2G29310_BAM12_v2_scaffold_2_copy_1"
"OG0000360","AL2G29310","AL2G29310_F1-14_scaffold_7_copy_1"
"OG0000360","AL2G29310","AL2G29310_NT8_v2_fix_scaffold_2_copy_1"
"OG0000360","AL2G29310","AL2G29310_NT9_v2_scaffold_2_copy_1"
"OG0000360","AL2G29370","AL2G29370_KN006_v1_scaffold_2_copy_1"
"OG0000360","AL2G29370","AL2G29370_NT1_v2_scaffold_2_copy_1"
"OG0000360","AL2G29390",NA
"OG0000360","AL5G35460","AL5G35460_BAM12_v2_scaffold_5_copy_1"
"OG0000360","AL5G35460","AL5G35460_NT8_v2_fix_scaffold_5_copy_1"
"OG0000360","AL5G35460","AL5G35460_NT9_v2_scaffold_5_copy_1"
"OG0000360","AL5G35460","AL5G35460_PU6_v3_fin_scaffold_5_copy_1"
"OG0000360","AL7G51140","AL7G51140_BAM12_v2_scaffold_7_copy_1"
"OG0000360","AL7G51140","AL7G51140_KN003hexa_v0_scaffold_7_copy_1"
"OG0000360","AL7G51140","AL7G51140_KN005_v1_scaffold_7_copy_1"
"OG0000360","AL7G51140","AL7G51140_KN006_v1_scaffold_7_copy_1"
"OG0000360","AL7G51140","AL7G51140_MN47_mabs_v3_scaffold_7_copy_1"
"OG0000360","AL7G51140","AL7G51140_WS1_v2_s_scaffold_7_copy_1"
"OG0000386","AL1G47530","AL1G47530_73_3a_scaffold_1_copy_1"
"OG0000386","AL1G47530","AL1G47530_AL27_v1_scaffold_1_copy_1"
"OG0000386","AL1G47530","AL1G47530_BAM12_v2_scaffold_1_copy_1"
"OG0000386","AL1G47530","AL1G47530_KN005_v1_scaffold_1_copy_1"
"OG0000386","AL1G47530","AL1G47530_MN47_mabs_v3_scaffold_1_copy_1"
"OG0000386","AL1G47530","AL1G47530_NT1_v2_scaffold_1_copy_1"
"OG0000386","AL1G47530","AL1G47530_NT12_v2_scaffold_1_copy_1"
"OG0000386","AL1G47530","AL1G47530_NT8_v2_fix_scaffold_1_copy_1"
"OG0000386","AL1G47530","AL1G47530_TE11_v2_scaffold_1_copy_1"
"OG0000386","AL1G47530","AL1G47530_TE4_v1_scaffold_1_copy_1"
"OG0000386","AL1G47540","AL1G47540_al1_v2_s_scaffold_1_copy_1"
"OG0000386","AL1G47540","AL1G47540_BAM12_v2_scaffold_1_copy_1"
"OG0000386","AL1G47540","AL1G47540_KN005_v1_scaffold_1_copy_2"
"OG0000386","AL3G41080","AL3G41080_73_3a_scaffold_3_copy_1"
"OG0000386","AL3G41080","AL3G41080_AL27_v1_scaffold_3_copy_1"
"OG0000386","AL3G41080","AL3G41080_KN006_v1_scaffold_3_copy_1"
"OG0000386","AL3G41080","AL3G41080_MN47_mabs_v3_scaffold_3_copy_1"
"OG0000386","AL3G41080","AL3G41080_NT12_v2_scaffold_3_copy_1"
"OG0000386","AL6G31890",NA
"OG0000386","AL6G31900","AL6G31900_WS1_v2_s_scaffold_6_copy_1"
"OG0000386","AL6G31950","AL6G31950_ALR_scaffold_6_copy_1"
"OG0000386","AL6G31950","AL6G31950_KN003hexa_v0_scaffold_6_copy_1"
"OG0000386","AL6G31950","AL6G31950_KN005_v1_scaffold_6_copy_1"
"OG0000386","AL6G31950","AL6G31950_KN006_v1_scaffold_6_copy_1"
"OG0000386","AL6G31950","AL6G31950_MN47_mabs_v3_scaffold_6_copy_1"
"OG0000386","AL6G32070","AL6G32070_73_3a_scaffold_6_copy_1"
"OG0000386","AL6G32070","AL6G32070_ALR_scaffold_6_copy_1"
"OG0000386","AL6G32070","AL6G32070_Nla_scaffold_6_copy_1"
"OG0000386","AL6G32070","AL6G32070_PU6_v3_fin_scaffold_6_copy_1"
"OG0000386","AL6G32090",NA
"OG0000386","AL6G32102","AL6G32102_al1_v2_s_scaffold_6_copy_1"
"OG0000386","AL6G32102","AL6G32102_BAM12_v2_scaffold_6_copy_1"
"OG0000386","AL6G32102","AL6G32102_NT12_v2_scaffold_6_copy_1"
"OG0000386","AL6G32102","AL6G32102_NT9_v2_scaffold_6_copy_1"
"OG0000386","AL6G32102","AL6G32102_TE4_v1_scaffold_6_copy_1"
"OG0000386","AL6G32102","AL6G32102_TE8_v1_scaffold_6_copy_1"
"OG0000386","AL6G40190",NA
"OG0000402","AL1G37820",NA
"OG0000402","AL1G37850",NA
"OG0000402","AL1G38110",NA
"OG0000402","AL1G38130","AL1G38130_MN47_mabs_v3_scaffold_1_copy_1"
"OG0000402","AL3G41480",NA
"OG0000402","AL3G41490",NA
"OG0000402","AL3G41560",NA
"OG0000442","AL1G35030",NA
"OG0000534","AL2G35840",NA
"OG0000739","AL1G65230",NA
"OG0000739","AL2G18220",NA
"OG0000739","AL2G18240",NA
"OG0000739","AL2G18250","AL2G18250_TE11_v2_scaffold_2_copy_1"
"OG0000739","AL2G18250","AL2G18250_TE8_v1_scaffold_2_copy_1"
"OG0001132","AL5G19550","AL5G19550_BAM12_v2_scaffold_5_copy_1"
"OG0001132","AL5G19550","AL5G19550_F1-14_scaffold_5_copy_1"
"OG0001132","AL5G19550","AL5G19550_KN005_v1_scaffold_5_copy_1"
"OG0001132","AL5G19550","AL5G19550_MN47_mabs_v3_scaffold_5_copy_1"
"OG0001132","AL5G19550","AL5G19550_TE11_v2_scaffold_5_copy_1"
"OG0001132","AL7G52290","AL7G52290_ALR_scaffold_5_copy_1"
"OG0001132","AL7G52290","AL7G52290_KN003hexa_v0_scaffold_7_copy_1"
"OG0001132","AL7G52290","AL7G52290_KN005_v1_scaffold_7_copy_1"
"OG0001132","AL7G52290","AL7G52290_MN47_mabs_v3_scaffold_7_copy_1"
"OG0001132","AL7G52290","AL7G52290_NT1_v2_scaffold_7_copy_1"
"OG0001132","AL7G52310","AL7G52310_TE11_v2_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_al1_v2_s_scaffold_8_copy_1"
"OG0001132","AL7G52360","AL7G52360_al1_v2_s_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_AL27_v1_scaffold_3_copy_1"
"OG0001132","AL7G52360","AL7G52360_AL27_v1_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_ALR_scaffold_5_copy_1"
"OG0001132","AL7G52360","AL7G52360_ALR_scaffold_5_copy_2"
"OG0001132","AL7G52360","AL7G52360_ALR_scaffold_5_copy_3"
"OG0001132","AL7G52360","AL7G52360_BAM12_v2_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_KN003hexa_v0_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_KN005_v1_scaffold_1_copy_1"
"OG0001132","AL7G52360","AL7G52360_KN006_v1_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_Nla_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_NT9_v2_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_TE11_v2_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_TE4_v1_scaffold_7_copy_1"
"OG0001132","AL7G52360","AL7G52360_TE4_v1_scaffold_7_copy_2"
"OG0001132","AL7G52360","AL7G52360_WS1_v2_s_scaffold_7_copy_1"
"OG0001132","AL7G52380","AL7G52380_al1_v2_s_scaffold_7_copy_1"
"OG0001132","AL7G52380","AL7G52380_ALR_scaffold_5_copy_2"
"OG0001132","AL7G52380","AL7G52380_ALR_scaffold_5_copy_3"
"OG0001132","AL7G52380","AL7G52380_ALR_scaffold_5_copy_4"
"OG0001132","AL7G52380","AL7G52380_BAM12_v2_scaffold_7_copy_1"
"OG0001132","AL7G52380","AL7G52380_KN006_v1_scaffold_7_copy_1"
"OG0001132","AL7G52380","AL7G52380_MN47_mabs_v3_scaffold_7_copy_2"
"OG0001132","AL7G52380","AL7G52380_PU6_v3_fin_scaffold_7_copy_1"
"OG0001132","AL7G52380","AL7G52380_TE4_v1_scaffold_7_copy_2"
"OG0001132","AL7G52410","AL7G52410_73_3a_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_73_3a_scaffold_7_copy_2"
"OG0001132","AL7G52410","AL7G52410_73_3a_scaffold_7_copy_3"
"OG0001132","AL7G52410","AL7G52410_AL27_v1_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_ALR_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_ALR_scaffold_2_copy_1"
"OG0001132","AL7G52410","AL7G52410_ALR_scaffold_5_copy_1"
"OG0001132","AL7G52410","AL7G52410_ALR_scaffold_5_copy_2"
"OG0001132","AL7G52410","AL7G52410_ALR_scaffold_5_copy_3"
"OG0001132","AL7G52410","AL7G52410_BAM12_v2_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_BAM12_v2_scaffold_7_copy_2"
"OG0001132","AL7G52410","AL7G52410_F1-14_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_KN003hexa_v0_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_KN006_v1_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_MN47_mabs_v3_scaffold_7_copy_2"
"OG0001132","AL7G52410","AL7G52410_Nla_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_Nla_scaffold_7_copy_2"
"OG0001132","AL7G52410","AL7G52410_Nla_scaffold_7_copy_3"
"OG0001132","AL7G52410","AL7G52410_Nla_scaffold_7_copy_4"
"OG0001132","AL7G52410","AL7G52410_NT1_v2_scaffold_4_copy_1"
"OG0001132","AL7G52410","AL7G52410_NT9_v2_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_PU6_v3_fin_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_TE11_v2_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_TE4_v1_scaffold_2_copy_1"
"OG0001132","AL7G52410","AL7G52410_TE4_v1_scaffold_7_copy_1"
"OG0001132","AL7G52410","AL7G52410_WS1_v2_s_scaffold_7_copy_2"
"OG0001132","AL7G52410","AL7G52410_WS1_v2_s_scaffold_7_copy_3"
"OG0001188","AL6G37940","AL6G37940_ALR_scaffold_6_copy_1"
"OG0001188","AL6G37940","AL6G37940_KN003hexa_v0_scaffold_6_copy_1"
"OG0001188","AL6G37940","AL6G37940_KN005_v1_scaffold_6_copy_1"
"OG0001188","AL6G37940","AL6G37940_KN006_v1_scaffold_6_copy_1"
"OG0001188","AL6G37960",NA
"OG0001188","AL6G37970",NA
"OG0001188","AL6G37980",NA
"OG0001188","AL8G21140","AL8G21140_73_3a_scaffold_8_copy_1"
"OG0001188","AL8G21140","AL8G21140_Nla_scaffold_8_copy_1"
"OG0001188","AL8G21140","AL8G21140_NT12_v2_scaffold_8_copy_1"
"OG0001188","AL8G21140","AL8G21140_TE4_v1_scaffold_8_copy_1"
"OG0001196","AL4G42570","AL4G42570_WS1_v2_s_scaffold_4_copy_1"
"OG0001196","AL4G42610","AL4G42610_PU6_v3_fin_scaffold_4_copy_1"
"OG0001392","AL6G30000","AL6G30000_F1-14_scaffold_6_copy_1"
"OG0001392","AL6G30000","AL6G30000_KN006_v1_scaffold_6_copy_1"
"OG0001392","AL6G30000","AL6G30000_NT1_v2_scaffold_6_copy_1"
"OG0001392","AL6G30010","AL6G30010_NT1_v2_scaffold_6_copy_1"
"OG0001392","AL6G30020","AL6G30020_al1_v2_s_scaffold_6_copy_1"
"OG0001392","AL6G30020","AL6G30020_NT1_v2_scaffold_6_copy_1"
"OG0001392","AL6G30020","AL6G30020_NT9_v2_scaffold_6_copy_1"
"OG0001392","AL6G30030",NA
"OG0001392","AL6G30040","AL6G30040_Nla_scaffold_6_copy_1"
"OG0001392","AL6G30050",NA
"OG0001392","AL6G30060",NA
"OG0001392","AL6G30070","AL6G30070_TE11_v2_scaffold_6_copy_1"
"OG0001392","AL6G30070","AL6G30070_TE4_v1_scaffold_6_copy_1"
"OG0001395","AL2G11060","AL2G11060_KN003hexa_v0_scaffold_2_copy_1"
"OG0001395","AL2G11060","AL2G11060_KN006_v1_scaffold_2_copy_1"
"OG0001395","AL2G11060","AL2G11060_MN47_mabs_v3_scaffold_2_copy_1"
"OG0001395","AL2G13760","AL2G13760_WS1_v2_s_scaffold_2_copy_1"
"OG0001395","AL6G43420",NA
"OG0001688","AL2G15130","AL2G15130_WS1_v2_s_scaffold_2_copy_1"
"OG0001688","AL3G47160","AL3G47160_al1_v2_s_scaffold_3_copy_1"
"OG0001688","AL3G47160","AL3G47160_KN003hexa_v0_scaffold_3_copy_1"
"OG0001688","AL3G47160","AL3G47160_MN47_mabs_v3_scaffold_3_copy_1"
"OG0001688","AL3G47160","AL3G47160_Nla_scaffold_3_copy_1"
"OG0001688","AL3G47160","AL3G47160_NT1_v2_scaffold_3_copy_1"
"OG0001688","AL3G47160","AL3G47160_PU6_v3_fin_scaffold_3_copy_1"
"OG0001688","AL3G47160","AL3G47160_TE4_v1_scaffold_7_copy_1"
"OG0001901","AL1G59830","AL1G59830_WS1_v2_s_scaffold_1_copy_1"
"OG0001901","AL1G59840",NA
"OG0001901","AL6G45960","AL6G45960_NT1_v2_scaffold_6_copy_1"
"OG0001901","AL6G45960","AL6G45960_TE11_v2_scaffold_6_copy_1"
"OG0001901","AL6G46350",NA
"OG0001901","AL6G46470",NA
"OG0001901","AL8G22560",NA
"OG0002370","AL7G50290",NA
"OG0002370","AL7G50310",NA
"OG0002370","AL7G50960",NA
"OG0002370","AL7G51070",NA
"OG0002883","AL5G13720",NA
"OG0002919","AL1G35130",NA
"OG0002919","AL1G35140",NA
"OG0002919","AL1G35260",NA
"OG0002919","AL1G35270","AL1G35270_KN003hexa_v0_scaffold_1_copy_1"
"OG0002919","AL1G35270","AL1G35270_KN005_v1_scaffold_1_copy_1"
"OG0002919","AL1G35270","AL1G35270_KN006_v1_scaffold_1_copy_1"
"OG0002919","AL1G35270","AL1G35270_MN47_mabs_v3_scaffold_1_copy_1"
"OG0002919","AL1G35270","AL1G35270_Nla_scaffold_1_copy_1"
"OG0002919","AL1G35270","AL1G35270_NT1_v2_scaffold_1_copy_1"
"OG0002919","AL1G35270","AL1G35270_TE8_v1_scaffold_1_copy_1"
"OG0002919","AL1G35280",NA
"OG0003680","AL4G38680",NA
"OG0004132","AL2G11030","AL2G11030_73_3a_scaffold_2_copy_1"
"OG0004132","AL2G11030","AL2G11030_Nla_scaffold_2_copy_1"
"OG0004132","AL2G11040","AL2G11040_KN005_v1_scaffold_2_copy_1"
"OG0004132","AL2G11070",NA
"OG0004132","AL2G11960",NA
"OG0004132","AL6G43560","AL6G43560_PU6_v3_fin_scaffold_6_copy_1"
"OG0004132","AL6G43560","AL6G43560_TE11_v2_scaffold_6_copy_1"
"OG0004872","AL8G19400","AL8G19400_KN003hexa_v0_scaffold_8_copy_1"
"OG0004872","AL8G19400","AL8G19400_KN006_v1_scaffold_8_copy_1"
"OG0004872","AL8G19400","AL8G19400_MN47_mabs_v3_scaffold_8_copy_1"
"OG0004872","AL8G19410","AL8G19410_73_3a_scaffold_8_copy_1"
"OG0004872","AL8G19420","AL8G19420_ALR_scaffold_8_copy_1"
"OG0004872","AL8G19420","AL8G19420_Nla_scaffold_8_copy_1"
"OG0004872","AL8G19430",NA
"OG0004872","AL8G19452",NA
