"accession","assembly","sample_name","location","latitude","longitude","pop_name","ID","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
"GCA_036942575.1","ASM3694257v1","ASM3694257v1","Portugal",15.06,-23.73,"Cvi-0",70,23.35,25.2500000000001,21.2500000000001,270.2,104.8,0.5,161.9,236.6,1.7,236.6,8.3,4.4,0.526000022888184,152.3,27.55,19.15,8.4,25.2500000000001,22.2500000000001
"GCA_036942965.1","ASM3694296v1","ASM3694296v1","Morocco",34.09,-4.2,"Ita-0",71,11.85,20.15,4.95000000000005,1216.9,231.3,5.6,73.5,593,27.9,46.9,572.7,11.5,0.389000010490417,600.7,28.2500000000001,-1.24999999999994,29.5,5.85000000000002,20.05
"GCA_036942975.1","ASM3694297v1","ASM3694297v1","Kazakhstan",49.5,73.1,"KZ9",72,3.45000000000005,18.85,-12.55,370.7,49.2,21.6,28.4,134.1,70.1,117.3,72.9,10.2,0.241000008583069,1230.5,25.2500000000001,-16.95,42.2,17.15,-10.95
"GCA_946402385.1","AUZE-A-5.PacbioHiFiAssembly","AUZE-A-5","France",43.527792,1.491628,"AUZE-A-5",73,13.7500000000001,21.35,6.55000000000001,717.8,79.8,41.7,17.7,220.2,149.5,156.4,171.2,8.7,0.352999997138977,576.8,27.05,2.45000000000005,24.6,15.95,21.05
"GCA_946403025.1","FERR-A-8.PacbioHiFiAssembly","FERR-A-8","France",43.6577,2.4437,"FERR-A-8",74,11.2500000000001,18.65,4.45000000000005,1675.1,185.9,72.3,25.4,544.8,271.2,275.6,513.4,7.6,0.325999999046326,557.8,24.05,0.850000000000023,23.2,5.35000000000002,18.35
"GCA_946403525.1","BELC-C-10.PacbioHiFiAssembly","BELC-C-10","France",44.389212,2.336636,"BELC-C-10",75,11.45,19.05,4.35000000000002,1047.7,109.6,58.1,16.1,296.2,217.3,217.3,266.8,8.3,0.34300000667572,569,24.65,0.550000000000011,24.1,8.05000000000001,19.05
"GCA_946404075.1","ANGE-B-10.PacbioHiFiAssembly","ANGE-B-10","France",43.9121,1.6569,"ANGE-B-10",76,13.35,20.95,6.15000000000003,740.1,79.2,45.1,15.7,222.2,159.7,166.2,181.1,8.8,0.355999994277954,578.6,26.7500000000001,2.05000000000001,24.7,15.7500000000001,20.55
"GCA_946404385.1","BARA-C-5.PacbioHiFiAssembly","BARA-C-5","France",44.270842,2.427551,"BARA-C-5",77,9.95000000000005,17.2500000000001,3.25000000000006,1206.2,125,64.8,16.4,342.3,246.2,250.2,310.7,7.9,0.342000007629395,549,22.85,-0.349999999999966,23.2,6.85000000000002,16.85
"GCA_946404515.1","IP-San-9.PacbioHiFiAssembly","IP-San-9","Spain",38.331366,-3.508882,"IP-San-9",78,15.85,25.45,7.35000000000002,550.5,88.4,4.7,52,218.8,37.5,37.5,191.8,10.9,0.348000001907349,707.6,32.85,1.55000000000001,31.3,11.45,25.45
"GCA_946404995.1","BANI-C-1.PacbioHiFiAssembly","BANI-C-1","France",43.043644,0.234303,"BANI-C-1",79,12.05,19.15,5.35000000000002,1258.8,129.5,78.1,17.8,371.7,247.4,250.3,330.8,8.4,0.363000011444092,540.5,24.05,0.950000000000045,23.1,6.15000000000003,18.85
"GCA_946405265.1","IP-Met-6.PacbioHiFiAssembly","IP-Met-6","Spain",40.261667,-4.154601,"IP-Met-6",80,15.2500000000001,25.05,6.45000000000005,511.1,73.8,9,50.6,214.8,44,44,161.9,11.1,0.352999997138977,720.4,32.35,0.950000000000045,31.4,10.55,25.05
"GCA_946405525.1","FERR-A-12.PacbioHiFiAssembly","FERR-A-12","France",43.657743,2.44371,"FERR-A-12",81,11.2500000000001,18.65,4.45000000000005,1675.1,185.9,72.3,25.4,544.8,271.2,275.6,513.4,7.6,0.325999999046326,557.8,24.05,0.850000000000023,23.2,5.35000000000002,18.35
"GCA_946405545.1","IP-Evs-12.PacbioHiFiAssembly","IP-Evs-12","Spain",40.479175,-3.959696,"IP-Evs-12",82,14.95,24.7500000000001,6.35000000000002,593.8,83.5,13.3,48.6,244.9,57.6,57.6,181.4,10.5,0.342000007629395,714.4,31.85,1.05000000000001,30.8,10.35,24.7500000000001
"GCA_946405725.1","IP-Med-0.PacbioHiFiAssembly","IP-Med-0","Spain",42.455239,-6.765742,"IP-Med-0",83,11.55,18.55,5.25000000000006,1145,178.8,29.4,46.2,465.8,109.8,109.8,397.9,9.6,0.388000011444092,521.6,24.85,0.250000000000057,24.6,8.45000000000005,18.55
"GCA_946405905.1","MONTM-B-16.PacbioHiFiAssembly","MONTM-B-16","France",42.861218,0.596869,"MONTM-B-16",84,10.45,17.85,3.45000000000005,1158.6,120.2,75.5,15.4,327.5,248.2,249.4,292.4,8.6,0.359999990463257,565.1,22.7500000000001,-1.14999999999998,23.9,9.05000000000001,17.55
"GCA_946406325.1","IP-Alo-0.9506.PacbioHiFiAssembly","IP-Alo-0.9506","Spain",40.109691,-7.476146,"IP-Alo-0 (9506)",85,12.95,20.65,6.35000000000002,1257.1,214.3,12,61,566.7,64.5,64.5,491.6,9.6,0.36800000667572,561.6,27.95,1.75000000000006,26.2,9.65000000000003,20.65
"GCA_946406525.1","Ler-0.7213.PacbioHiFiAssembly","Ler-0.7213","Poland",52.7325,15.2369,"Ler-0 (7213)",86,9.25000000000006,18.2500000000001,0.450000000000045,590.5,75.1,34.5,24.1,201.6,114.7,201.6,123.8,7.2,0.276999998092651,693.6,23.55,-2.54999999999995,26.1,18.2500000000001,4.65000000000003
"GCA_946406595.1","BANI-C-12.PacbioHiFiAssembly","BANI-C-12","France",43.043644,0.234303,"BANI-C-12",87,12.05,19.15,5.35000000000002,1258.8,129.5,78.1,17.8,371.7,247.4,250.3,330.8,8.4,0.363000011444092,540.5,24.05,0.950000000000045,23.1,6.15000000000003,18.85
"GCA_946406625.1","IP-Hom-4.9546.PacbioHiFiAssembly","IP-Hom-4.9546","Spain",40.816799,-1.68601,"IP-Hom-4 (9546)",88,10.45,19.2500000000001,2.95000000000005,515.7,75.8,24.6,33.3,184.8,90.6,106.3,101.4,10.9,0.378999996185303,634.7,26.7500000000001,-1.94999999999999,28.7,12.45,4.05000000000001
"GCA_946406735.1","BARA-C-3.PacbioHiFiAssembly","BARA-C-3","France",44.270842,2.427551,"BARA-C-3",89,9.95000000000005,17.2500000000001,3.25000000000006,1206.2,125,64.8,16.4,342.3,246.2,250.2,310.7,7.9,0.342000007629395,549,22.85,-0.349999999999966,23.2,6.85000000000002,16.85
"GCA_946406895.1","Rabacal-1.22005.PacbioHiFiAssembly","Rabacal-1.22005","Portugal",32.7536,-17.1297,"Rabacal-1 (22005)",90,13.2500000000001,18.45,9.65000000000003,3040.2,542.9,20.9,63.2,1328.8,121.4,207.7,1031.5,2.9,0.215000009536743,359.4,21.55,8.05000000000001,13.5,10.55,18.2500000000001
"GCA_946406975.1","CAMA-C-2.PacbioHiFiAssembly","CAMA-C-2","France",43.824878,2.881661,"CAMA-C-2",91,11.85,19.7500000000001,4.65000000000003,1205.4,141.5,45.1,28.9,412.5,181.8,181.8,351.7,7.9,0.322000002861023,586.4,25.2500000000001,0.750000000000057,24.5,8.35000000000002,19.7500000000001
"GCA_946407145.1","BARC-A-17.PacbioHiFiAssembly","BARC-A-17","France",43.362044,0.387723,"BARC-A-17",92,13.35,20.35,6.55000000000001,897.8,97.2,56.4,18.5,268.2,172.3,177.8,232.5,8.7,0.372000002861023,539,25.55,2.15000000000003,23.4,12.55,20.15
"GCA_946407795.1","IP-Lor-16.PacbioHiFiAssembly","IP-Lor-16","Spain",38.860067,-0.263499,"IP-Lor-16",93,13.45,21.2500000000001,6.85000000000002,826,119,8.6,48.5,328,56.5,56.5,242.4,8,0.332999992370606,571.4,26.45,2.55000000000001,23.9,14.45,21.2500000000001
"GCA_946408365.1","SALE-A-10.PacbioHiFiAssembly","SALE-A-10","France",43.024966,0.965965,"SALE-A-10",94,12.55,19.7500000000001,5.55000000000001,1149.4,122.2,73.1,15.5,335.3,246.1,250.2,281.7,8.8,0.370000004768372,552.5,24.65,0.850000000000023,23.8,14.7500000000001,19.45
"GCA_946408575.1","CAMA-C-9.PacbioHiFiAssembly","CAMA-C-9","France",43.824878,2.881661,"CAMA-C-9",95,11.85,19.7500000000001,4.65000000000003,1205.4,141.5,45.1,28.9,412.5,181.8,181.8,351.7,7.9,0.322000002861023,586.4,25.2500000000001,0.750000000000057,24.5,8.35000000000002,19.7500000000001
"GCA_946408975.1","BELC-C-12.PacbioHiFiAssembly","BELC-C-12","France",44.389212,2.336636,"BELC-C-12",96,11.45,19.05,4.35000000000002,1047.7,109.6,58.1,16.1,296.2,217.3,217.3,266.8,8.3,0.34300000667572,569,24.65,0.550000000000011,24.1,8.05000000000001,19.05
"GCA_946409395.1","BROU-A-10.PacbioHiFiAssembly","BROU-A-10","France",43.999349,2.621684,"BROU-A-10",97,12.15,20.05,4.95000000000005,1098.1,119.9,48.9,21.6,336.7,194.1,194.1,318.4,8.2,0.33199999332428,588.2,25.85,1.05000000000001,24.8,8.65000000000003,20.05
"GCA_946409815.1","SALE-A-17.PacbioHiFiAssembly","SALE-A-17","France",43.024966,0.965965,"SALE-A-17",98,12.55,19.7500000000001,5.55000000000001,1149.4,122.2,73.1,15.5,335.3,246.1,250.2,281.7,8.8,0.370000004768372,552.5,24.65,0.850000000000023,23.8,14.7500000000001,19.45
"GCA_946410165.1","BARC-A-12.PacbioHiFiAssembly","BARC-A-12","France",43.362044,0.387723,"BARC-A-12",99,13.35,20.35,6.55000000000001,897.8,97.2,56.4,18.5,268.2,172.3,177.8,232.5,8.7,0.372000002861023,539,25.55,2.15000000000003,23.4,12.55,20.15
"GCA_946410485.1","IP-Alo-19.PacbioHiFiAssembly","IP-Alo-19","Spain",40.109691,-7.476146,"IP-Alo-19",100,12.95,20.65,6.35000000000002,1257.1,214.3,12,61,566.7,64.5,64.5,491.6,9.6,0.36800000667572,561.6,27.95,1.75000000000006,26.2,9.65000000000003,20.65
"GCA_946411375.1","IP-Cas-0.9831.PacbioHiFiAssembly","IP-Cas-0.9831","Spain",38.534077,-3.39072,"IP-Cas-0 (9831)",101,15.05,24.7500000000001,6.65000000000003,484.5,72.5,4.8,48.6,184.8,41.7,41.7,155.7,10.8,0.350999999046326,704.3,32.05,1.15000000000003,30.9,10.7500000000001,24.7500000000001
"GCA_946411425.1","IP-Hom-0.PacbioHiFiAssembly","IP-Hom-0","Spain",40.816799,-1.68601,"IP-Hom-0",102,10.45,19.2500000000001,2.95000000000005,515.7,75.8,24.6,33.3,184.8,90.6,106.3,101.4,10.9,0.378999996185303,634.7,26.7500000000001,-1.94999999999999,28.7,12.45,4.05000000000001
"GCA_946411655.1","MERE-A-13.PacbioHiFiAssembly","MERE-A-13","France",42.656618,1.836221,"MERE-A-13",103,8.95000000000005,16.95,1.65000000000003,829.5,86.1,51.7,14.9,241.3,179,186.3,202.4,9.2,0.357999992370605,597.8,22.45,-3.14999999999998,25.6,10.95,16.55
"GCA_946411805.1","IP-Mos-9.PacbioHiFiAssembly","IP-Mos-9","Spain",40.040579,-7.110302,"IP-Mos-9",104,14.05,22.2500000000001,7.05000000000001,850.2,142,8.2,60.2,380.9,41.5,41.5,328.7,10.2,0.369000005722046,595.9,29.95,2.45000000000005,27.5,10.45,22.2500000000001
"GCA_946411885.1","IP-Mos-5.PacbioHiFiAssembly","IP-Mos-5","Spain",40.040579,-7.110302,"IP-Mos-5",105,14.05,22.2500000000001,7.05000000000001,850.2,142,8.2,60.2,380.9,41.5,41.5,328.7,10.2,0.369000005722046,595.9,29.95,2.45000000000005,27.5,10.45,22.2500000000001
"GCA_946412005.1","IP-Hum-4.PacbioHiFiAssembly","IP-Hum-4","Spain",42.227184,-3.688887,"IP-Hum-4",106,11.2500000000001,18.7500000000001,4.45000000000005,663.4,83.3,25.6,33.3,227.9,98.6,102,184.3,9.4,0.36800000667572,560,25.45,-0.0499999999999545,25.5,8.05000000000001,18.65
"GCA_946412065.1","GAIL-B-11.PacbioHiFiAssembly","GAIL-B-11","France",43.909032,1.901077,"GAIL-B-11",107,13.55,21.15,6.25000000000006,762.2,80,43.4,16.5,226.7,160.1,165.3,188.5,8.7,0.352999997138977,580.5,26.95,2.25000000000006,24.7,15.95,20.7500000000001
"GCA_946412225.1","IP-Mdc-14.PacbioHiFiAssembly","IP-Mdc-14","Spain",38.874341,-3.52962,"IP-Mdc-14",108,15.05,24.65,6.55000000000001,463.6,68.5,5.8,48.2,179.2,43,43,144,11.2,0.358999991416931,704.4,32.05,0.950000000000045,31.1,10.65,24.65
"GCA_946413285.1","IP-Hum-2.9549.PacbioHiFiAssembly","IP-Hum-2.9549","Spain",42.227184,-3.688887,"IP-Hum-2 (9549)",109,11.2500000000001,18.7500000000001,4.45000000000005,663.4,83.3,25.6,33.3,227.9,98.6,102,184.3,9.4,0.36800000667572,560,25.45,-0.0499999999999545,25.5,8.05000000000001,18.65
"GCA_946413305.1","IP-Med-3.PacbioHiFiAssembly","IP-Med-3","Spain",42.455239,-6.765742,"IP-Med-3",110,11.55,18.55,5.25000000000006,1145,178.8,29.4,46.2,465.8,109.8,109.8,397.9,9.6,0.388000011444092,521.6,24.85,0.250000000000057,24.6,8.45000000000005,18.55
"GCA_946413405.1","PREI-A-14.PacbioHiFiAssembly","PREI-A-14","France",43.717856,0.623298,"PREI-A-14",111,13.7500000000001,21.15,6.55000000000001,688,72.4,47.5,12.7,196.4,153.3,155.1,168,8.9,0.365000009536743,571,26.7500000000001,2.35000000000002,24.4,16.05,20.95
"GCA_946413935.1","IP-Sln-22.PacbioHiFiAssembly","IP-Sln-22","Spain",40.356889,-3.994843,"IP-Sln-22",112,14.7500000000001,24.55,6.05000000000001,515,71.3,11.3,48.5,212.1,49.5,49.5,157.2,11,0.351999998092651,716.5,31.7500000000001,0.550000000000011,31.2,10.15,24.55
"GCA_946414125.1","Cvi-0.6911.PacbioHiFiAssembly","Cvi-0.6911","Cape Verde",15.1111,-23.6167,"Cvi-0 (6911)",113,23.15,25.35,21.15,259.7,98.2,0.7,156.9,225.2,2.4,225.2,9,3.7,0.457000017166138,159.3,27.35,19.35,8,25.35,21.95
"GCA_946414305.1","IP-Cat-0.9832.PacbioHiFiAssembly","IP-Cat-0.9832","Spain",40.542081,-3.68695,"IP-Cat-0 (9832)",114,14.2500000000001,23.95,5.75000000000006,518.5,69.9,12.1,46.7,207.5,51.8,51.8,153.8,11.3,0.366000008583069,704.6,31.2500000000001,0.250000000000057,31,9.75000000000006,23.95
"GCA_946415005.1","ANGE-B-2.PacbioHiFiAssembly","ANGE-B-2","France",43.91214,1.656855,"ANGE-B-2",115,13.35,20.95,6.15000000000003,740.1,79.2,45.1,15.7,222.2,159.7,166.2,181.1,8.8,0.355999994277954,578.6,26.7500000000001,2.05000000000001,24.7,15.7500000000001,20.55
"GCA_946415165.1","IP-Evs-0.9845.PacbioHiFiAssembly","IP-Evs-0.9845","Spain",40.479175,-3.959696,"IP-Evs-0 (9845)",116,14.95,24.7500000000001,6.35000000000002,593.8,83.5,13.3,48.6,244.9,57.6,57.6,181.4,10.5,0.342000007629395,714.4,31.85,1.05000000000001,30.8,10.35,24.7500000000001
"GCA_946415445.1","IP-Cas-6.PacbioHiFiAssembly","IP-Cas-6","Spain",38.534077,-3.39072,"IP-Cas-6",117,15.05,24.7500000000001,6.65000000000003,484.5,72.5,4.8,48.6,184.8,41.7,41.7,155.7,10.8,0.350999999046326,704.3,32.05,1.15000000000003,30.9,10.7500000000001,24.7500000000001
"GCA_946415625.1","MONTM-B-7.PacbioHiFiAssembly","MONTM-B-7","France",42.861218,0.596869,"MONTM-B-7",118,10.45,17.85,3.45000000000005,1158.6,120.2,75.5,15.4,327.5,248.2,249.4,292.4,8.6,0.359999990463257,565.1,22.7500000000001,-1.14999999999998,23.9,9.05000000000001,17.55
"GCA_946415655.1","LACR-C-14.PacbioHiFiAssembly","LACR-C-14","France",43.000155,1.075624,"LACR-C-14",119,12.2500000000001,19.45,5.25000000000006,1216.9,128.2,75.2,15.6,353.9,260,263.9,296.1,8.9,0.369000005722046,553.1,24.45,0.450000000000045,24,11.2500000000001,19.15
"GCA_946499665.1","Ey15-2.9994.PacbioHiFiAssembly","Ey15-2.9994","Germany",48.434522,8.767808,"Ey15-2_9994",120,9.25000000000006,17.85,0.650000000000034,888.6,94.5,62,13.3,260.2,195.3,239.4,216.1,8.1,0.308999991416931,665.6,22.7500000000001,-3.44999999999999,26.2,16.2500000000001,4.95000000000005
"GCA_946499705.1","Col-0.6909.PacbioHiFiAssembly","Col-0.6909","USA",38.3,-92.3,"Col-0_6909",121,13.65,25.15,1.35000000000002,1168.5,141.6,53.2,27.2,389.6,183.8,349.6,183.8,10,0.280999994277954,910.5,31.95,-3.54999999999995,35.5,18.7500000000001,1.35000000000002
"GCA_949796375.1","9336","9336","Sweden",62.8794,18.4473,"B̦n 1",122,4.75000000000006,13.85,-3.34999999999997,754.1,87.2,39.5,29.2,255.7,126.6,215.8,147.3,3.3,0.141999995708466,684.5,16.65,-6.34999999999997,23,10.7500000000001,1.95000000000005
"GCA_949796385.1","9852","9852","Spain",40.46,-3.75,"IP-Ini-0",123,14.95,24.7500000000001,6.35000000000002,418.4,56.7,10.1,46.6,167.9,42.1,42.1,123.4,11.4,0.363000011444092,715.3,32.15,0.750000000000057,31.4,10.35,24.7500000000001
"GCA_949796415.1","9762","9762","Italy",37.69,14.98,"Etna-2",124,8.35000000000002,16.15,1.15000000000003,1001.7,145.9,23.3,49.4,414.8,90.1,90.1,357.1,9.1,0.342000007629395,595.2,22.55,-4.04999999999995,26.6,2.85000000000002,16.15
"GCA_949796455.1","7143","7143","Netherlands",51.0167,5.86667,"Gel-1",125,10.55,17.85,3.35000000000002,807.1,76,46.9,11.7,224.8,169.9,224.8,204.6,7,0.314000010490417,564.1,22.7500000000001,0.350000000000023,22.4,17.85,6.55000000000001
"GCA_949796475.1","9883","9883","Spain",42.1,-2.56,"IP-Piq-0",126,8.65000000000003,16.15,2.15000000000003,792,92.8,38.7,27.3,249.1,126,146.6,207.2,9.2,0.374000000953674,548.6,22.2500000000001,-2.44999999999999,24.7,10.2500000000001,15.85
"GCA_949796485.1","9900","9900","Spain",37.38,-6.01,"IP-Tri-0",127,18.85,26.65,11.65,591.9,111.7,1.9,69,284.3,18.3,18.3,239.1,11.3,0.394000005722046,585.1,34.65,5.85000000000002,28.8,15.55,26.65
"GCA_949796525.1","6923","6923","United Kingdom",51.4083,-0.6383,"HR-10",128,10.35,16.45,4.85000000000002,706.5,78.2,46.7,16.9,220.3,148.3,155.9,181.5,6.9,0.351999998092651,458.2,21.15,1.55000000000001,19.6,7.85000000000002,6.75000000000006
"GCA_949796605.1","9806","9806","Germany",48.56,9.16,"Ru-2",129,9.55000000000001,18.15,1.05000000000001,853.9,101,47.1,23.2,285.9,158.2,269.2,166,8.3,0.317000007629395,662.3,23.2500000000001,-2.94999999999999,26.2,16.55,2.35000000000002
"GCA_949796635.1","8285","8285","Czech Republic",49.4112,16.2815,"DraIII-1",130,7.75000000000006,17.05,-1.74999999999994,572.7,76.3,28.2,32.9,210.4,100.4,210.4,100.4,7.3,0.266000008583069,729.7,22.05,-5.44999999999999,27.5,17.05,-1.74999999999994
"GCA_949796645.1","6137","6137","Sweden",55.9419,13.5603,"T850",131,7.35000000000002,15.45,-0.149999999999977,824.5,85.4,42,19.3,243.3,148.6,228.4,208.4,6.4,0.272000002861023,613.3,20.35,-3.24999999999994,23.6,4.15000000000003,6.25000000000006
"GCA_949796655.1","9744","9744","Romania",47.16,27.59,"Iasi-1",132,10.45,21.45,-1.14999999999998,532,82.4,23.2,40.6,208.9,77.8,204.6,78.5,8.6,0.266000008583069,876.7,26.65,-5.54999999999995,32.2,19.95,0.650000000000034
"GCA_949796665.1","9879","9879","Spain",37.6,-1.12,"IP-Per-0",133,17.05,23.55,11.45,345.8,45.2,2.4,48.9,123.5,20.6,46.2,115.8,4.6,0.252999997138977,475.7,26.65,8.45000000000005,18.2,18.55,23.15
"GCA_949796705.1","9503","9503","United Kingdom",55.8877,-3.21072,"11C1",134,8.15000000000003,13.35,3.55000000000001,985.2,107.8,57.5,16.3,289.3,200.3,244.2,252.1,5.5,0.336999988555908,389.4,16.65,0.450000000000045,16.2,6.05000000000001,7.05000000000001
"GCA_949796715.1","9830","9830","Spain",36.97,-3.28,"IP-Bus-0",135,11.95,20.65,4.55000000000001,636.3,111,4.3,59,277.8,33,33,250.7,9.9,0.354999995231628,630.1,26.65,-1.24999999999994,27.9,5.45000000000005,20.65
"GCA_949796755.1","9847","9847","Spain",43.31,-5.7,"IP-Fel-2",136,13.35,18.35,8.55000000000001,1225.9,142.4,53.3,26.7,403.6,191.7,200.1,344.3,8.3,0.434000015258789,382.4,22.65,3.55000000000001,19.1,11.55,18.15
